"NBa7we src","d4r55","RfnDt","RfnDt 2","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","dSlJg src","znYl0","dSlJg src 2","znYl0 2","Hzvxle","pkWtMe","nM6d2c","DZSIDd","wiI7pd 2","RfDO5c","RfDO5c 2"
"https://lh3.googleusercontent.com/a-/AD_cMMRfG2K-hy-9CpItVU03kW1KRVLppPBpdhd7166HC8pcuQ=w36-h36-p-rp-mo-ba4-br100","Dipak Patel","· 124 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Saw them taking a temp check of the meat they did not properly clean the  thermometer before sticking into another food item. The manager kept checking all the meat without properly cleaning the thermometer.  Will not go back there again.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTtcUDK19E4qUGOMt7S_OUWEgWBAzs_isyZm9dmpt5LXX=w36-h36-p-rp-mo-br100","Ruby Yu","2 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","I ordered on the chipotle app for pickup time at 2:15pm. My husband went for pickup and waited until 2:45pm to get the food. Zero reliability and kitchen is a mess. If I was there I wouldn’t give the food a minute wait.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","Response from the owner","2 years ago","We're sorry to hear about your experience, Ruby. We know that you use our pickup service for convenience and we want to make sure that we got your food ready when you stop in. Please share more with us at https://www.chipotle.com/contact-us#report-an-experience so someone can be in touch with you directly.","",""
"https://lh3.googleusercontent.com/a-/AD_cMMTWQYrvn854v1jHTOjIcwx5AYgEwMt6UZsJkcKwvBWYc9g=w36-h36-p-rp-mo-ba3-br100","Lynnette Michelle","· 68 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Good and great seasoning on rice and meat; I must have good timing because each time I visit a team member is checking temp and quality of food.  If like me, I have to request bit more rice.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTtcLTbETBS886TahO0K8aMs0gHl9wb_gj1wb6syYFhln=w36-h36-p-rp-mo-br100","jia wu","1 review","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","I order a burrito bowl and only got half scoop of the meat !!?  and there was lady order the same thing as my and she got two full scoop of the meat, why?? and also the cheese I got less than the other people, so bad","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMTV95Hq-EpWjVFznHlF6N4f7tZ-jbKMBIDdFnLHeUAgVR8=w36-h36-p-rp-mo-br100","Jeff Rutkowski","6 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 years ago","Great location! Friendly staff and they're always willing to make something right if you're not satisfied.
(Only thing I would say is portions are smaller ordering online. Ordering in person is my way to go with Chipotle.) :)","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","Response from the owner","2 years ago","We appreciate your review, Jeff. We're glad to hear that you've had an overall great time with us, but there's always something that can be improved upon. We always want you to get your money's worth. We'll share your feedback with our team and hope that you'll visit us again.","",""
"https://lh3.googleusercontent.com/a-/AD_cMMRQAaWFlWKbrVZeO4J0J2U9BzCG5JH082rrLNnqss7f9Jc=w36-h36-p-rp-mo-ba3-br100","Cydney Barnes","· 17 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","The food here was good. My only complaints would be, that they mixed up my order with someone else and there were long wait times for pick-up and deliveries.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTtfDFIrdjrUu_4yYZ8ck6gSsBlfY1wSDDXqZs444Pohk=w36-h36-p-rp-mo-br100","Maria E Galvan","1 review","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 years ago","We don't  eat out much, but when we do my daughter has to eat chipotle. Recently went for the First time to this location, wasn't impressed with other locations didn't expect much. However,  this place was clean, some of the workers were …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTteCCxOWHD3SvOl7N-9IzKFj8K7YixYRxz3G_oHrWngB=w36-h36-p-rp-mo-br100","Tony T","6 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","They left out a part of my order and refused to replace or offer compensation.  Ordered a large chips with guac, alongside two burrito bowls.  They left out the guac.  This was a take-out order, and didn't find out until arriving home.  Was back and forth on text but they refused to resolve their mistake.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","Response from the owner","a year ago","We're sorry to hear about your recent takeout experience with us, Tony. You should always be able to count on our team for excellent service and get exactly what you ordered. Please share more with us at https://www.chipotle.com/contact-us#report-an-experience so someone can be in touch with you directly.","",""
"https://lh3.googleusercontent.com/a/AAcHTtesd8gCwkCLdORf_ouTksq0ODenT-v0ai6P0YNqWjbv=w36-h36-p-rp-mo-br100","Kyle Behm","2 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","8 months ago","Just had the worst burrito to date made for me. This place has been slacking for a long time but this is a new low. Avoid at all costs!","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","2","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMQGJwpBmwzl5bItEhJj201A8xLq3IHnB3zTziwS71yTxho=w36-h36-p-rp-mo-ba4-br100","Ivan Martino","· 111 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","*3-15-2021 Update: I just submitted the experience to the Chipotle website as indicated by the business reply and I'm waiting to see what they say* …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","Response from the owner","2 years ago","We're sorry to hear that our Chicago store did not meet Chipotle's standards, Ivan. You should always expect excellent service at every visit. Please share more with us at https://www.chipotle.com/contact-us#report-an-experience so someone can be in touch with you directly.","",""
"https://lh3.googleusercontent.com/a/AAcHTtfTXLCnRCaaCXP9JqQNhhV1xW1UTDpEJe-xqdUz2cGsgA=w36-h36-p-rp-mo-ba2-br100","Ana Karen Hernandez","· 22 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","If you are ordering online make sure not to order from here. The past few times I have ordered online they give you the minimum of food. Even when adding extra beans or lettuce they give you so little food.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","4","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMTzFBqA6kd-4mOQe70KOuRc9AE6m2KExbm86nAf248IFVvm=w36-h36-p-rp-mo-br100","Maria E Galvan","3 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 years ago","I work a lot in the area, and don’t care for fast food. However, today I decided to order and pick up my food from this location. Store looked really nice and clean, food was great!. Service was quick, GREAT JOB, mgmt team!! I’ll be back.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMT7hTU1WMBfYt7c92S-7lNBNVLeyMBp8mzvjXhTsAClZVjC=w36-h36-p-rp-mo-ba2-br100","Ciara Denise","· 17 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","2 years ago","I ordered for pickup and my food was absolutely perfect !! It was hot and tasty. The portions was perfect this is the best chipotle I have been to in Chicago I regularly order from the one in Hyde park but this location is far superior!!!","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","Response from the owner","2 years ago","That's what we're all about, Ciara! We're glad you had a great experience with us.","",""
"https://lh3.googleusercontent.com/a-/AD_cMMRYD0j03GWmBs2k-Fc0ef6gSpVaPDjqHZ5DgQ7PMV6KLyI=w36-h36-p-rp-mo-ba3-br100","Isaac Arteaga","· 27 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","Very good workers unfortunately terrible managers. This store is a complete mess. Food pickup times are almost 20 minutes more than promised. Staff is friendly and I wish they could have some training so they could speed up their service. Upper management is only to blame","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","Response from the owner","2 years ago","We’re concerned to hear this, Isaac. We'd like to look into this further and connect with you. Would you please share more here? https://www.chipotle.com/contact-us#report-an-experience.","",""
"https://lh3.googleusercontent.com/a-/AD_cMMRpZ31Pnx2KFelYNIErsDiJTGZg3X3CBIUowft1h4T0XCtV=w36-h36-p-rp-mo-ba3-br100","Enoe #eoneam","· 56 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","The food is OK. The workers must change their gloves after scratching their face or neck. The employee got mad for me to ask her please change the gloves before starting prepare my food.. Apologize.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","Response from the owner","2 years ago","Thank you for alerting us, Enoe. We understand your frustrations and we would like to speak with you directly. Please send us a message here: https://www.chipotle.com/contact-us#report-an-experience.","",""
"https://lh3.googleusercontent.com/a-/AD_cMMQxa6EAFwkEZVgg1sVQGE-OFA_BJAMzMRxJxu1zlriv5QqR=w36-h36-p-rp-mo-br100","Marckenley Fertil","3 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","Did you guys forget the oil while it was pouring on the rice? Because that chipotle is a recipe for heart attack","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Share","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Like","","","Response from the owner","2 years ago","Hi Marckenley, thanks for letting us know what went wrong. We always want to make sure we satisfy your cravings with every meal we serve. We’re sorry we dropped the ball. If you don’t mind contacting us through our website, someone will be in touch with you directly: https://www.chipotle.com/contact-us#report-an-experience.","",""
"https://lh3.googleusercontent.com/a/AAcHTtd9eJkdAL5vDtF_ZPw9cJlUWZ7S_zmbIGPAdPPfFo-t=w36-h36-p-rp-mo-br100","Viktör Velocíni","6 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","9 months ago","Worst Chipotle I’ve been to…they prioritize mobile orders and prepping over customers in line and the ingredients aren’t as good.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","3","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTte66XjBKIHLieuqQfxaZYyTwSennlvlq-3frieLslBF=w36-h36-p-rp-mo-br100","C C","1 review","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","I left a bad rating about a month ago. Just visited again today, and saw such an improvement on not only the food quality, but also the service. Thank you Chipotle team on making such an improvement on customer service.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTtdMsXADpClRTPT-ju2O6nRK3S4PZwBj1gxHZF-A-GKj=w36-h36-p-rp-mo-br100","Sade Landers Srjking","3 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 years ago","I recently moved to the area never had chipotle before decided to try it today, ordered a chicken and steak bowl the food was really horrible chicken was burnt and cut into huge pieces and there was also fat on my steak, if this how …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMQ7_1LIUTP5etlk3wvZMeFwyy6AcufQkvshJqTvv367yA=w36-h36-p-rp-mo-br100","Tyler Gray","2 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Always out of ingredients multiple times I’ve been, delayed multiple online orders, and generally the worst experience at any Chipotle you’ll visit. Avoid this one at all cost.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","",""
"https://lh3.googleusercontent.com/a/AAcHTtdGlrYlgsxxzzdvvvKFyytjZ19P3p7nkY06Bh2jib4v=w36-h36-p-rp-mo-br100","Amy Zaiter","4 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a month ago","Terrible. Smallest portions at the coldest of temperatures.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","1…",""
"https://lh3.googleusercontent.com/a-/AD_cMMTGiuFaX4paKgOIR5H9guYLMUS46q3BBvBlG4iqqUurADE=w36-h36-p-rp-mo-br100","Kierstin Shaw","2 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","I did do both as far as dining in & out. I had a bite to eat and saved some for myself on the way out to head home 🏡 safe & sound. …","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMQ4-gbtr1EgpqVbgdqwMa2lH1Es6s-aS1-GJtVdvr2JOiwV=w36-h36-p-rp-mo-ba3-br100","Delonda McDowell","· 8 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","Just ordered a chicken bowl with no chicken and when I called them back to alert them of the situation they brushed it under the rug like my receipt didn't say chicken bowl. I won't be back. Their customer service is horrible as well.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","Response from the owner","2 years ago","Hi Delonda, we're sorry to hear about your experience. You should always expect excellent service and get your order perfectly. Please share more with us at https://www.chipotle.com/contact-us#report-an-experience so someone can be in touch with you directly.","",""
"https://lh3.googleusercontent.com/a-/AD_cMMS9WfCoXy-fGA03H2f8WV0Ba3ycpysb2P4Gh9uw3jZS6rBW=w36-h36-p-rp-mo-ba3-br100","Okan Guney","· 61 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","9 months ago","Horrible experience. They wanted to charge full amount for the side quesadillas. They made us waste time","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Like","1","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMRBvQMuaIjauTploFVe9mWhmAKCUZCylLFNi-wqMPH41Oc=w36-h36-p-rp-mo-br100","Samuel Diaz","4 reviews","","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","6 months ago","Didn’t give me free guac for my birthday","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","",""
"https://lh3.googleusercontent.com/a-/AD_cMMSQ7UTiMSYrcQvAwD_m2u6HQeK8UedQ3MGguadmsciE9Co=w36-h36-p-rp-mo-ba3-br100","Charlie Paul","· 8 reviews","Local Guide","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Online ordering for delivery didn't work, so I order takeout. They made several errors in my order, and going in line would have been quicker.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","","","","","","",""
